,url,car_type,price,model_year,country_dtp,main_cats,main_info,paid_cats,paid_info,full_description,additional_cats,additional_info
0,https://auto.ria.com/uk/auto_dodge_journey_33512911.html,Позашляховик / Кросовер Dodge Journey 2016 в Хмельницькому,13 999,Dodge Journey 2016,"Був в ДТП,Пригнаний з США,Торг,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;",Dodge Journey 2016;3.6 л • Бензин; Сірий;10.09.2022 • 2 міс. тому перепродаж (на внутрішньому ринку);2;Ні;,Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,"не знайдено;57 тис.км • 2 роки, 2 міс. тому останній зафіксований від 10.09.2020джерело фіксації — архівні дані з офіційного аукціону Copart в США;63 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2020 році із пошкодженням зовнішнього інтерфейсу та незначними вм'ятинами/подряпинами кузова Деталі;","Простий та надійний автомобіль!Мотор 3.6, який також розрахований на спиртовий бензинПодвійний вихлоп, задні лед-фонарі європейського зразка(жовті повороти)Замінено теплообмінник, передні і задні гальмівні колодки, проточено дискиНова гума 2021 рокуТакож великий плюс в тому, що машина не була битаВін код відкритийАвто варте вашої увагиЗа детальною інформацією пишіть Telegram, Viber, або телефонуйтеТОРГ",Пробіг;Двигун;Коробка передач;Привід;Колір;Участь в ДТП;Технічний стан;Безпека;Салон та комфорт;Мультимедіа;Оптика;Подушка безпеки;,63 тис. км;3.6 л (287 к.с. / 211 кВт) • Бензин;Автомат;Передній; Сірий;Був в ДТП;Професійно відремонтовані пошкодження ;Центральний  замок • Антиблокувальна система  (ABS) • Система стабілізації  (ESP) • Антипробуксовочна система  (ASR) • Допомога при старті в  гору • Допомога при  спуску • Датчик тиску в  шинах • Блокування замків задніх  дверей;Запуск двигуна з  кнопки • Третій задній  підголівник • Третій ряд  сидінь • Система доступу без  ключа • Електропривід  дзеркал • Круїз  контроль;Акустика • Мультимедіа система з  LCD-екраном • AUX • Bluetooth • USB;Датчик  світла • Денні ходові  вогні • Протитуманні  фари;Водія • Пасажира • Бічні  передні • Бічні  задні • Віконні  (шторки) • Колін  водія;
1,https://auto.ria.com/uk/auto_dodge_journey_32928419.html,Позашляховик / Кросовер Dodge Journey 2016 в Дніпрі,11 200,Dodge Journey DODGE JOURNEY 2016,"Був в ДТП,Пригнаний з США,Торг,Обмін,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;",Dodge Journey 2016;2.4 л • Бензин; Сірий;10.12.2021 • 11 міс. тому перша реєстрація імпортованого авто;1;Ні;,Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,"не виявлено;дозволено відчужувати;не знайдено;196 тис.км • 1 рік, 5 міс. тому останній зафіксований від 07.06.2021джерело фіксації — архівні дані з офіційного аукціону Copart в США;196 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2021 році із незначними вм'ятинами/подряпинами кузова Деталі;","Автомобиль в хорошем состоянии ,всё работает ,двигатель работает ровно не дымит ,коробка не пинаеться .По кузову гнили ,дырок и рыжиков нет !Покупал себе,продаю в связи с переездом !Звоните на все вопросы отвечу.Автомобилем будете довольны????",Пробіг;Двигун;;Коробка передач;Привід;Колір;Участь в ДТП;Безпека;Салон та комфорт;Мультимедіа;Подушка безпеки;,196 тис. км;2.4 л (175 к.с. / 129 кВт) • Бензин;місто 11 • змішаний 10 • траса 8;Автомат;Передній; Сірий;Був в ДТП;Центральний  замок • Антиблокувальна система  (ABS) • Сигналізація • Система стабілізації  (ESP) • Іммобілайзер • Датчик тиску в  шинах;Бортовий  комп'ютер • Підігрів  дзеркал • Тоновані  вікна • Запуск двигуна з  кнопки • Складане заднє  сидіння • Передній центральний  підлокітник • Система доступу без  ключа • Система  «старт-стоп» • Електропривід  дзеркал • Дистанційний запуск  двигуна • Круїз  контроль;Акустика • AUX • USB;Водія • Пасажира • Бічні  передні • Бічні  задні • Колін  водія;
2,https://auto.ria.com/uk/auto_dodge_journey_33241914.html,Позашляховик / Кросовер Dodge Journey 2017 в Хмельницькому,16 900,Dodge Journey 3.6V6 4x4 GT SRTmaxi 2017,"Був в ДТП,Пригнаний з США,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;",Dodge Journey 2017;3.6 л • Бензин 3.6 л • Газ / Бензин вказано продавцем; Сірий;05.07.2022 • 4 міс. тому перша реєстрація вживаного авто після розмитнення;1;Ні;,Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,не виявлено;дозволено відчужувати;не знайдено;96 тис.км • 10 міс. тому останній зафіксований від 10.01.2022джерело фіксації — архівні дані з офіційного аукціону Copart в США;96 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2021 році із пошкодженням зовнішнього інтерфейсу Деталі;,"*Зручний,надійний,великий-7-ми місний,сімейний позашляховик з самим надійним,простим атмосферним двигуном-V6(*який чудово працює на газу«вже встановлено якісне і дороге-ГБО»,та на дешевому спиртовому бензині-справжній,СЕРЕДНІЙ розхід ГАЗУ=16л.=384грн. на 100км. по ціні це=7л. дизеля,дуже ЕКОНОМІЧНО як для такого великого позашляховика 4х4*) на 3,6л.=283к.с. з класичним АКПП(*6-ти ступінчастий-самий надійний автомат,гідротрансформатор) на ПОВНОМУ приводі- AWD,в САМІЙ МАКСИМАЛЬНІЙ комплектаціі«GT SRT»!*(Дивіться ВСі фотографії та читайте ОПИС до кінця)!*Відмінний стан-як ТЕХНІЧНО так і ВІЗУАЛЬНО!*Автомобіль мав ушкодження-але геометрія кузова НЕ постраждала,безпека замінена на нову-відновлено та відремонтовано ВСЕ якісно та професійно-на совість,як для себе-працює ВСЕ що є в середині та зовні,НЕ потребує жодних додаткових вкладень!*Ідеальний ТЕХНІЧНИЙ стан- на 96т.км.,13/09/2022р.-пройшов САМЕ ПОВНЕ«Технічне Обслуговування» на СТО(новий АКБ,уст.желізний захист двигуна та захисна «роспорка» між стаканами-стойками і т.д.),є АКТИ виконаних робіт!*Великий,просторий чорний шкіряний салон «ТРАНСФОРМЕР» з перфорацією та ЧЕРВОНОЮ стрічкою,виконаний з високоякісних матеріалів та кліматичною зоною для задніх пасажирів,з ВЕЛИЧЕЗНИМ багажним відсіком!*Для виликої родини,та взагалі для БУДЬ-ЯКИХ потреб-мандрівки та їзда на великі відстані на відпочинок у гори,мисливство,риболовля-буде однаково зручна їзда як по місту так і бездоріжжям!*ВАША безпека це-Повниий привiд+Великий дорожній просвіт+Міцна,надійна-ходова частина+Висока плавність руху по нерівностям і бездоріжжю+ В наявності ВСі системи безпеки+Противобуксувальна система і т.д.!*Преміальна музична система Alpine–відмінне звучання!*Великий монітор з русифікованим«SRT»-меню+GPS-Навігація+Камера заднього виду+Паркувальний АСИСТЕНТ+ВСі датчики+Круїз-контроль+Мультикермо з підігрівом+Дистанційний автозапуск з брелка-та ще багато-багато інших корисних функцій для ВАШОГО МАКСИМАЛЬНОГО комфорту i безпеки!*Mіні ТОРГ тільки на дорогу!",Пробіг;Двигун;;Коробка передач;Привід;Колір;Участь в ДТП;Лакофарбове покриття;Технічний стан;Фари;Матеріали салону;Колір салону;Регулювання сидінь салону по висоті;Електросклопідйомники;Кондиціонер;Підсилювач керма;Регулювання керма;Запасне колесо;Безпека;Салон та комфорт;Мультимедіа;Оптика;Кузов;Система допомоги при паркуванні;Подушка безпеки;,96 тис. км;3.6 л (283 к.с. / 208 кВт) • Газ / Бензин;місто 16 • траса 10 • змішаний 13;Автомат;Повний; Сірий металік;Був в ДТП;Професійно виправлені сліди використання ;Професійно відремонтовані пошкодження ;Світлодіодні;Шкіра;Темний;Електрорегулювання сидіння водія;Передні та задні;Клімат-контроль багатозонний;Електро;По висоті та по вильоту;Повнорозмірне;Центральний  замок • Антиблокувальна система  (ABS) • Сигналізація • Система стабілізації  (ESP) • Іммобілайзер • Антипробуксовочна система  (ASR) • Стабілізація рульового управління  (VSM) • Розподіл гальмівних зусиль  (BAS • EBD) • Допомога при старті в  гору • Допомога при  спуску • Розпізнавання дорожніх  знаків • Датчик тиску в  шинах • Система кріплення  IsoFix • Блокування замків задніх  дверей;Бортовий  комп'ютер • Датчик  дощу • Підігрів  дзеркал • Тоновані  вікна • Обігрів  керма • Запуск двигуна з  кнопки • Складане заднє  сидіння • Функція складання спинки сидіння  пасажира • Третій задній  підголівник • Третій ряд  сидінь • Оздоблення керма  шкірою • Оздоблення шкірою важеля  КПП • Передній центральний  підлокітник • Декоративне підсвічування  салону • Розетка  12V • Система доступу без  ключа • Система  «старт-стоп» • Мультифункціональне  кермо • Сидіння з  масажем • Електропривід  дзеркал • Бардачок з  охолодженням • Підкурювач і  попільничка • Обігрів лобового  скла • Електронна приладова  панель • Дистанційний запуск  двигуна • Круїз  контроль • Вибір режиму  руху;Акустика • Навігаційна  система • Аудіопідготовка • Мультимедіа система з  LCD-екраном • AUX • Bluetooth • USB • Голосове  керування;Датчик  світла • Омивач  фар • Денні ходові  вогні • Протитуманні  фари;Довга  база • Кузов  MAXI • Захист  картера • Захист  коробки;Парктронік  передній • Парктронік  задній • Задня  камера;Водія • Пасажира • Бічні  передні • Бічні  задні • Віконні  (шторки) • Колін  водія;
3,https://auto.ria.com/uk/auto_dodge_journey_33532140.html,Позашляховик / Кросовер Dodge Journey 2014 в Тлумачі,10 000,Dodge Journey 2014,"Був в ДТП,Пригнаний з США,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;","Dodge Journey 2014;2.4 л • Бензин; Синій;16.03.2021 • 1 рік, 8 міс. тому перша реєстрація імпортованого авто;1;Ні;",Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,"не виявлено;дозволено відчужувати;не знайдено;156 тис.км • 2 роки, 1 міс. тому останній зафіксований від 13.10.2020джерело фіксації — архівні дані з офіційного аукціону ІААІ в США;175 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2020 році із пошкодженням зовнішнього інтерфейсу Деталі;","Авто в гарному стані, комфортне. Встановлена газова установка. В машині все працює. Безключовий доступ. Один власник на Україні. Автомобіль пригнаний зі США для себе, але у зв'язку із переїздом продаємо.",Пробіг;Двигун;Коробка передач;Привід;Колір;Участь в ДТП;Лакофарбове покриття;Технічний стан;Безпека;Салон та комфорт;Мультимедіа;Оптика;Подушка безпеки;,175 тис. км;2.4 л • Бензин;Автомат;Передній; Синій металік;Був в ДТП;Професійно виправлені сліди використання ;Професійно відремонтовані пошкодження ;Центральний  замок • Антиблокувальна система  (ABS) • Сигналізація • Антипробуксовочна система  (ASR) • Датчик тиску в  шинах • Блокування замків задніх  дверей;Бортовий  комп'ютер • Запуск двигуна з  кнопки • Складане заднє  сидіння • Функція складання спинки сидіння  пасажира • Розетка  12V • Електропривід  дзеркал • Підкурювач і  попільничка • Обігрів лобового  скла • Круїз  контроль;Акустика • Мультимедіа система з  LCD-екраном • AUX • Bluetooth • USB;Денні ходові  вогні • Протитуманні  фари;Водія • Пасажира • Віконні  (шторки);
4,https://auto.ria.com/uk/auto_dodge_ram_1500_33519874.html,youtube video,43 500,Dodge RAM 1500 Hemi Big Horn  2019,"Був в ДТП,Торг,",,,Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,не виявлено;дозволено відчужувати;не знайдено;Даних про пробіг не виявлено інформація відсутня в базах даних;50 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2021 році постраждав у повені Деталі;,#Авто в хорошому стані#Взято під реалізацію#Куплено в США#Aвтомобіль перевіреноБуло проведенно:- Компютерна діагностика- На коректну роботу (двигуна)- Діагностика ходової- Перевірка авто на підтікання рідинЗайвих шумів при роботі авто не виявлено#Рідній пробіг# HEMI 5.7 V8#Big Horn#Повна історія авто#Автомат 8 ступінчастий#Повний привід#Повишений повний привід#Понижений повний привід#Задній привід#Кондиціонер#Круїз#Навігація#Підігрів руля та передніх сидінь#Замінено масло в обох мостах#Косметичний підкрас заднього лівого крила#Авто було підтоплене (Практично все крім кузова переставлено з донора )#В автомобілі працює повністю все#Центральний замок#USB/SD/AUX/#автомобіль вартий уваги#деталі та торг телефон /VIBER /WhatsApp,Пробіг;Двигун;Коробка передач;Привід;Колір;Участь в ДТП;Безпека;Салон та комфорт;Мультимедіа;Оптика;Кузов;Система допомоги при паркуванні;,50 тис. км;0.01 л (396 к.с. / 291 кВт) • Бензин;Автомат;Повний; Чорний металік;Був в ДТП;Центральний  замок • Антиблокувальна система  (ABS) • Система стабілізації  (ESP) • Іммобілайзер • Антипробуксовочна система  (ASR) • Стабілізація рульового управління  (VSM) • Розподіл гальмівних зусиль  (BAS • EBD) • Допомога при старті в  гору • Допомога при  спуску • Датчик тиску в  шинах;Бортовий  комп'ютер • Датчик  дощу • Підігрів  дзеркал • Обігрів  керма • Запуск двигуна з  кнопки • Оздоблення керма  шкірою • Оздоблення шкірою важеля  КПП • Передній центральний  підлокітник • Розетка  220V • Система  «старт-стоп» • Мультифункціональне  кермо • Електропривід  дзеркал • Електронна приладова  панель • Дистанційний запуск  двигуна • Круїз  контроль;Акустика • Навігаційна  система • AUX • Bluetooth • USB • Голосове  керування;Датчик  світла • Денні ходові  вогні • Протитуманні  фари;Довга  база • Кузов  MAXI;Парктронік  передній • Парктронік  задній • Задня  камера;
5,https://auto.ria.com/uk/auto_dodge_journey_33032896.html,Позашляховик / Кросовер Dodge Journey 2018 в Києві,14 700,Dodge Journey SXT 2018,"Був в ДТП,Пригнаний з США,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;",Dodge Journey 2018;3.6 л • Бензин; Сірий;07.04.2022 • 7 міс. тому перша реєстрація імпортованого авто;1;Ні;,Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,"не виявлено;дозволено відчужувати;не знайдено;85 тис.км • 1 рік, 2 міс. тому останній зафіксований від 13.09.2021джерело фіксації — архівні дані з офіційного аукціону ІААІ в США;86 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2021 році із пошкодженням зовнішнього інтерфейсу та правої частини кузова;","Авто 6-й місяць 2018-го року. .. ПО МАШИНІ РОБИТИ Взагалі НІЧОГО НЕ ТРЕБА. .. ТО, АКПП, свічки, рідкості, все було поміняно. .. НІЧОГО НЕ ТЯГНУЛО, НЕ ГОТОВИЛОСЯ. .. Авто було пригнано для себе. ..Пойчина продажу-зміна місця проживання...ХТО ШУКАЄ АВТО ДЛЯ СЕБЕ-ЛАСКА ПРОСИМО...АВТОМАЙДАНЧИКИ ТА АВТОБІСНЕСМЕНІВ ПРОХАННЯ НЕ турбувати... Комплектація SXT.-безключовий доступ.- Колеса r-17.- Двозонний клімат-контроль.- елекрозеркала з підігрівом.- камера заднього виду.-парктронік.- Датчики тиску в шинах.- датчик дощу.- bluetooth.- АКПП гідротрансформатор.– 7 місць.- Великий монітор.",Пробіг;Двигун;Коробка передач;Привід;Колір;Участь в ДТП;Безпека;Салон та комфорт;Мультимедіа;Система допомоги при паркуванні;Подушка безпеки;,86 тис. км;3.6 л (284 к.с. / 209 кВт) • Бензин;Автомат;Передній; Сірий металік;Був в ДТП;Центральний  замок • Антиблокувальна система  (ABS) • Сигналізація • Система стабілізації  (ESP) • Іммобілайзер • Антипробуксовочна система  (ASR) • Датчик тиску в  шинах • Блокування замків задніх  дверей;Бортовий  комп'ютер • Підігрів  дзеркал • Запуск двигуна з  кнопки • Третій ряд  сидінь • Система доступу без  ключа • Мультифункціональне  кермо • Електропривід  дзеркал • Круїз  контроль;Навігаційна  система • Мультимедіа система з  LCD-екраном • Bluetooth • USB • Android  Auto;Парктронік  задній • Задня  камера;Водія • Пасажира • Бічні  передні • Бічні  задні • Віконні  (шторки) • Колін  водія;
6,https://auto.ria.com/uk/auto_dodge_journey_33518597.html,Унiверсал Dodge Journey 2013 в Білій Церкві,10 700,Dodge Journey SXT 2013,"Був в ДТП,Пригнаний з США,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;","Dodge Journey 2013;2.4 л • Бензин; Синій;24.09.2021 • 1 рік, 1 міс. тому перша реєстрація імпортованого авто;1;Ні;",Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,"не виявлено;дозволено відчужувати;не знайдено;214 тис.км • 1 рік, 5 міс. тому останній зафіксований від 16.06.2021джерело фіксації — архівні дані з офіційного аукціону ІААІ в США;219 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2021 році із пошкодженням задньої частини кузова Деталі;","Продам власний автомобіль, ідеальний варіант для родини, 7місць великий багажник, надійний мотор та коробка. Брав собі тому пошкодження були не значні, безпека ціла. 2 тисячі назад зроблено т/о, є літня резина. Детальніше розповім по телефону.",Пробіг;Двигун;;Коробка передач;Привід;Колір;Участь в ДТП;Безпека;Салон та комфорт;Мультимедіа;Оптика;Подушка безпеки;,219 тис. км;2.4 л (175 к.с. / 129 кВт) • Бензин;місто 12 • траса 8;Автомат;Передній; Синій металік;Був в ДТП;Антиблокувальна система  (ABS) • Сигналізація • Система стабілізації  (ESP) • Антипробуксовочна система  (ASR) • Датчик тиску в  шинах • Система кріплення  IsoFix • Блокування замків задніх  дверей;Бортовий  комп'ютер • Підігрів  дзеркал • Тоновані  вікна • Запуск двигуна з  кнопки • Складане заднє  сидіння • Функція складання спинки сидіння  пасажира • Третій ряд  сидінь • Оздоблення шкірою важеля  КПП • Передній центральний  підлокітник • Декоративне підсвічування  салону • Система доступу без  ключа • Мультифункціональне  кермо • Електропривід  дзеркал • Електронна приладова  панель • Круїз  контроль;AUX • USB;Протитуманні  фари;Водія • Пасажира • Бічні  передні • Бічні  задні • Віконні  (шторки) • Колін  водія;
7,https://auto.ria.com/uk/auto_dodge_journey_33591090.html,Позашляховик / Кросовер Dodge Journey 2016 в Києві,10 200,Dodge Journey 2016,"Був в ДТП,Перша реєстрація,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;",Dodge Journey 2016;2.4 л • Бензин; Сірий;20.04.2022 • 7 міс. тому зміна номерного знаку;1;Ні;,Тип обтяження;Обмеження відчуження;Наявність страхового випадку;,не виявлено;дозволено відчужувати;не знайдено;,"Великий сімей автомобіль. По авто нічого робити не потрібно всі деталі замінені, масло резина також. Авто до продажу не готувалось так як продавати не планував. Інші деталі по телефону.Подивитись авто можна в любий час.",Пробіг;Двигун;;Коробка передач;Колір;Участь в ДТП;Лакофарбове покриття;Технічний стан;Матеріали салону;Електросклопідйомники;Кондиціонер;Регулювання керма;Запасне колесо;Безпека;Салон та комфорт;Мультимедіа;,199 тис. км;2.4 л • Бензин;змішаний 10 • місто 11 • траса 8;Автомат; Сірий металік;Був в ДТП;Професійно виправлені сліди використання ;Професійно відремонтовані пошкодження ;Тканина;Передні та задні;Клімат-контроль 2-зонний;По висоті та по вильоту;Докатка;Центральний  замок • Антиблокувальна система  (ABS) • Сигналізація • Допомога при старті в  гору • Допомога при  спуску • Датчик тиску в  шинах • Блокування замків задніх  дверей;Бортовий  комп'ютер • Підігрів  дзеркал • Тоновані  вікна • Запуск двигуна з  кнопки • Складане заднє  сидіння • Функція складання спинки сидіння  пасажира • Третій ряд  сидінь • Декоративне підсвічування  салону • Система доступу без  ключа • Система  «старт-стоп» • Бардачок з  охолодженням • Обігрів лобового  скла • Адаптивний  круїз • Круїз  контроль;Акустика • Мультимедіа система з  LCD-екраном • AUX • Bluetooth • USB • Голосове  керування;
8,https://auto.ria.com/uk/auto_dodge_journey_32951548.html,Унiверсал Dodge Journey 2017 в Києві,11 799,Dodge Journey 2017,"Був в ДТП,Пригнаний з США,Торг,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;",Dodge Journey 2017;2.4 л • Бензин; Сірий;08.06.2022 • 5 міс. тому перша реєстрація імпортованого авто;1;Ні;,Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,не виявлено;дозволено відчужувати;не знайдено;138 тис.км • 1 рік тому останній зафіксований від 28.10.2021джерело фіксації — архівні дані з офіційного аукціону Copart в США;140 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2021 році із пошкодженням зовнішнього інтерфейсу;,"Dodge Journey 2017 року. Надійний, відмінний, 5-місний місткий автомобіль з великим багажником. Без ключовий доступ, кнопка Start-Stop. Комфортний як для водія, так і для пасажирів. Салон у гарному стані (цілий, не затертий). Двигун 2,4 підходить для встановлення ГБО. Замінено масло, фільтра, масло в АКПП, заправлений кондиціонер. Ціла безпека. Торг!",Пробіг;Двигун;;Привід;Колір;Участь в ДТП;Матеріали салону;Колір салону;Електросклопідйомники;Кондиціонер;Підсилювач керма;Регулювання керма;Безпека;Салон та комфорт;Мультимедіа;Оптика;Подушка безпеки;,140 тис. км;2.4 л • Бензин;місто 11 • траса 8 • змішаний 9.5;Передній; Сірий;Був в ДТП;Тканина;Темний;Передні та задні;Кондиціонер;Гідро;По висоті та по вильоту;Центральний  замок • Антиблокувальна система  (ABS) • Сигналізація • Система стабілізації  (ESP) • Датчик тиску в  шинах • Блокування замків задніх  дверей;Бортовий  комп'ютер • Підігрів  дзеркал • Тоновані  вікна • Запуск двигуна з  кнопки • Складане заднє  сидіння • Система доступу без  ключа • Система  «старт-стоп» • Електрорегулювання  керма • Мультифункціональне  кермо • Електропривід  дзеркал • Обігрів лобового  скла;Мультимедіа система з  LCD-екраном • AUX • Bluetooth • USB;Датчик  світла;Водія • Пасажира • Бічні  передні • Бічні  задні • Віконні  (шторки) • Колін  водія;
9,https://auto.ria.com/uk/auto_dodge_journey_32368257.html,Унiверсал Dodge Journey 2018 в Рівному,12 900,Dodge Journey crossroad 2018,"Був в ДТП,Пригнаний з США,","Марка, модель, рік;Двигун;Колір;Остання операція;Кількість власників;В розшуку;",Dodge Journey 2018;3.6 л • Бензин; Сірий Чорний вказано продавцем;22.03.2022 • 7 міс. тому перша реєстрація імпортного ТЗ;1;Ні;,Тип обтяження;Обмеження відчуження;Наявність страхового випадку;Пробіг перевірено;Пробіг від продавця;ДТП;,"не виявлено;дозволено відчужувати;не знайдено;124 тис.км • 1 рік, 2 міс. тому останній зафіксований від 16.09.2021джерело фіксації — архівні дані з офіційного аукціону Copart в США;123 тис.км • розбіжність становить 1 тис.км;Зафіксовано ДТП  Деталі Закрити на території США в 2021 році із пошкодженням рами та передньої частини кузова;",,Пробіг;Двигун;Коробка передач;Привід;Колір;Участь в ДТП;Безпека;Салон та комфорт;Мультимедіа;Оптика;Подушка безпеки;,123 тис. км;3.6 л • Бензин;Автомат;Передній; Чорний металік;Був в ДТП;Центральний  замок • Антиблокувальна система  (ABS) • Сигналізація • Система стабілізації  (ESP);Бортовий  комп'ютер • Датчик  дощу • Підігрів  дзеркал;Акустика;Датчик  світла;Водія;
